Name,Arabic Name,Variant,Content
Sommar,سُمَّار,N/A,"Sommar is an Arabic name for boys that means “one who continues conversation long into the night”, figuratively meaning “good friend”. It is the plural of Saamer."
Suaidan,سُعَيْدان,N/A,"Suaidan is an Arabic name for boys that means “happy”, “joyful”."
Subah,صُبَاح,N/A,Subah is an Arabic name for boys that means “flame of a lamp”. It also means “good-looking”.
Subaih,صُبَيْح,N/A,"Subaih is an indirect Quranic name for boys that means “handsome”, “like the rising sun”. It is derived from the SAAD-B-H6 root which is used in many places in the Quran. Subaih is the diminutive form (i.e. the loving nickname) for the name Sabeeh."
Subair,صُبَيْر,N/A,"Subair is an Arabic name for boys that means “patient”, “enduring”."
Subayyaah,صُبَيَّاح,N/A,Subayyaah is an Arabic name for boys that means “morning”. It is a diminutive form of Sabah.
Subh,صُبْح,N/A,Subh is an Arabic name for boys that means “morning”.
Subhi,صُبْحِي,N/A,Subhi is an Arabic name for boys that means “bright like the morning”.
Sudaiq,صُدَيْق,N/A,"Sudaiq is an Arabic name for boys that means “truthful”, “sincere”. It also means “doer of good deeds”."
Sudair,سُدَيْر,N/A,"Sudair is an Arabic name for boys that is the diminutive form of Sidr, which is a type of shrub known as the “alder buckthorn” in English."
Sudairi,سُدَيْريّ,N/A,"Sudairi is an Arabic name for boys that means “alder buckthorn (a type of tree)”. It is the attributive form of Sudair, which is the diminutive form of Sidr."
Sudais,سُدَيْس,N/A,"Sudais is an Arabic and indirect Quranic name that means “sixth”, “one out of six”. It is the last name of a famous Quran reciter, Shaikh Abdurrahman as-Sudais, and for this reason some people like to use it for their children. Sudais is derived from the S-D-S (“six”)  root which is used at least twice in the Quran."
Sufan,صُوفان,N/A,"Sufan is an Arabic name for boys that means “amadou”, a flammable material prepared from bracket fungi that grow on trees."
Suhail,سُهَيْل,N/A,"Suhail is an Arabic name for boys that means “lenient”, “without trouble”, “easy to interact with”. It is also the name of a star known as Canopus in English, which is the second brightest star in the night-time sky, after Sirius. Suhail can also means “little plain”, a small area of flat land that doesn’t have many trees. Suhail is the diminutive form of Sahl."
Suhaim,سهيم,N/A,"Suhaim is an indirect Quranic name for boys that means “little arrow”, it comes from sahm, which means “arrow” (the pointed piece of wood that is shot from a bow, used in hunting and in war). Suhaim is derived from the S-H26-M root which is used in verse 37:141 of the Quran:"
Suhair,سُهَيْر,N/A,"Suhair is an indirect Quranic name for boys that means “wakeful at night”, “one who spends the night caring for a sick person”.  It is derived from the S-H-R root which is used in the Quran in verse 79:14:"
Suhban,صُحْبَان,N/A,"Suhban is an Arabic name for boys that means “friend”, “companion”."
Suhbani,صُحْبَانِي,N/A,"Suhbani is an Arabic name for boys that means “friend”, “companion”."
Sulaaf,سُلَّاف,N/A,Sulaaf is an Arabic name for boys that means “predecessors”.
Sulaif,سُلَيْف,N/A,"Sulaif is an Arabic name for boys that means “preceding”. It also means “advanced”, “ahead”."
Sulaikan,سليكان,N/A,"Sulaikan is an Arabic name for boys that means “one who is following a path”, “one who is one the path of growth and spirituality”, “one who is a devoted worshiper”."
Sulaim,سُلَيْم,N/A,"Sulaim is an Arabic name for boys that means “safe and sound”, “unharmed”, “without blemish”. It is a diminutive form of Salim."
Sulaiman,سُلَيْمَان,N/A,"Sulaiman is a direct Quranic name for boys, it is the Arabic version of the English name Solomon. Sulaiman is one of the prophets mentioned in the Quran (mentioned 17 times.). He is the son of Prophet David and a king given mighty powers by God."
Sulaytan,سُلَيْطَان,N/A,"Sulaytan is an Arabic name for boys that means “king”, “ruler”, “power”, “authority”. It is the diminutive form of Sultan."
Sulh,صُلْح,N/A,"Sulh is an Arabic name for boys that means “peace”, “ceasefire”, end of conflict and trouble."
Suloof,سُلُوف,N/A,"Suloof is an Arabic name for boys that means “advancement”, “to get ahead of others”, “to race others”."
Sultan,سُلْطَان,N/A,"Sultan is an Arabic name for boys that means “king”, “ruler”, “power”, “rule”, “authority”, “clue”, “evidence”."
Sumair,سُمير,N/A,"Sumair (with the stress on the end: -mair) is an indirect Quranic name for boys that means “good friend”. It’s literal meaning is “night conversation companion”, someone who stays up long into the night speaking with friends. It is derived from the S-M-R root which is used in the Quran in verse 23:67."
Sumood,صُمُود,N/A,"Sumood is an Arabic name for boys that means “composure”, “determination”, “perseverance”."
Sumran,سُمْران,N/A,"Sumran is an Arabic name for boys and girls that means “olive-skinned”, “tan-skinned”, a person whose skin color is not very light or dark."
Sunain,سُنَيْن,N/A,Sunain is an Arabic name for boys that means “spearhead”. It also means “leopard”. It is the diminutive form of Sinan.
Sunayyan,سُنَيَّان,N/A,"Sunayyan is an Arabic name for boys that means “exalted”, “high in status”. It also means “radiant”."
Suwaibih,صُوَيْبِح,N/A,"Suwaibih is an Arabic name for boys that means “bright”, “fresh”."
Suwaibir,صُوَيْبِر,N/A,"Suwaibir is an Arabic name for boys that means “patient”, “enduring”. It is a diminutive form of Sabir."
Suwaidan,سُوَيْدان,N/A,"Suwaidan is an Arabic name for boys that means “great”, “respected and honorable”, “noble”."
Suwaif,سُوَيْف,N/A,"Suwaif is an Arabic name for boys that means “patient”, “enduring”."
Suwaih,سُوَيْح,N/A,"Suwaih is an Arabic name for boys that means “one who fasts”, “one who travels in the service of God”."
Suwaihir,سُوَيْهِر,N/A,"Suwaihir is an Arabic name for boys that means “one who stays up during the night”, such as to take care of a sick person or child."
Suwailih,صُوَيْلِح,N/A,"Suwailih is an Arabic name for boys that means “good”, “pious”, “virtuous”, “faithful”."
Suwailim,سُوَيْلم,N/A,"Suwailim is an Arabic name for boys that means “safe and sound”, “whole”, “unharmed”."
Suwaim,سُوَيْم,N/A,"Suwaim is an Arabic name for boys that means “gold”. It also means “bamboo”, “reed”."
Suwar,صُوَار,N/A,"Suwar is an Arabic name for boys that means “good scent”, “container of musk”."
Suwayhil,سُوَيْهِل,N/A,"Suwayhil is an Arabic name for boys that means “gentle”, “lenient”."
Taariq,طارق,N/A,"Tariq means “night visitor” or “star”, since stars appear at night. After the discovery of pulsars, which are highly magnetized, rotating neutron stars that emit powerful beams of electromagnetic radiation, some modern Muslim scholars say that tariq refers to these stars, and this interpretation fits the Quranic verse perfectly, because in Arabic tariq means ‘thing that knocks’, and pulsars were initially called ‘knocking stars’, stars that make a constant knocking sound when listened to on a radio receiver."
Tafaf,طَفَاف,N/A,"Tafaf is a Aarabic name for boys that means “sundown”, the time before sunset."
Tafali,طَفَلِي,N/A,"Tafali is an Arabic name for boys that is an attribution to Tafal, which means “sundown” (the time before sunset). It also means “sunup” (the time after sunrise when the sun starts to rise in the sky)."
Taghlib,تَغْلِب,N/A,"Taghlib is an Arabic name for boys that means “they win”, “they triumph”, “they defeat their enemies”. It is the name of a tribe of Arabia known for their courageousness and fighting ability."
Taha,طه,N/A,"Taha is a direct Quranic name for boys. It is the name of chapter 20 of the Quran and is also the word that the chapter starts with. The meaning of this word is not known, some people think it is another name for the Prophet Muhammad (peace and blessings of Allah upon him)."
Tahir,طاهر,N/A,"Tahir is an indirect Quranic name for boys that means “pure”, “free from dirt”, “clean”, “free from sin”. It is derived from the T16-H26-R root which is used in many places in the Quran."
Taib,تائب,N/A,Taib is an indirect Quranic name for boys that means “one who always repents to Allah”. It is derived from the T-W-B root which is used in many places in the Quran.
Taif,طَائِف,N/A,"Taif is a direct Quranic name for boys that means “one who circumambulates around the Kaaba” (one who performs Tawaf), “visitation”. It is used twice in the Quran."
Taihan,تَيْهَان,N/A,Taihan is an indirect Quranic name for boys that means “so vast that you can get lost in it”. Taihan is derived from the T-Y-H26 root which is used in verse 5:26 of the Quran.
Tajammul,تَجَمُّل,N/A,Tajammul is an indirect Quranic name for boys that means “beautification” (i.e. “something used to beatify something”). It is derived from the J-M-L root which is used in the Quran.
Takleef,تَكْليف,N/A,Takleef is an Arabic name for boys that means “to give someone an assignment/burden/task/duty”.
Talaab,طَلَاب,N/A,"Talaab is an Arabic name for boys that means “sought after”, “desired”."
Talab,طَلَب,N/A,"Talab is an Arabic name for boys that means “demand”, “request”, “wish”, “goal”."
Talal,طَلَّال,N/A,"Talal is an Arabic name for boys that means “one who puts a layer of dye or varnish on something”, “one who coats something with something”."
Talha,طَلْحَة,N/A,"Talha is an Arabic name for boys that refers to a type of tree, often considered to be a banana tree. While Talha is not mentioned in the Quran, its plural Talh is mentioned in verse 56:29, therefore Talha can be considered an indirect Quranic name. Talha is the name of many companions of the Prophet (peace and blessings of Allah upon him and his companions), such as Talha bin Malik, Talha bin Abi Qatadah and Talha bin Abdullah bin Auf."
